SOL,PARAMETER,Period, Value 
4153,EL,Apr-26, 0.37 
4153,EL,May-26, 0.75 
4153,EL,Jun-26, 1.12 
4153,EL,Jul-26, 1.59 
4153,EL,Aug-26, 2.06 
4153,EL,Sep-26, 2.53 
4153,EL,Oct-26, 3.09 
4153,EL,Nov-26, 3.65 
4153,EL,Dec-26, 4.21 
4153,EL,Jan-27, 4.68 
4153,EL,Feb-27, 5.15 
4153,EL,Mar-27, 5.61 
3933,EL,Mar-26, 37.30 
3933,EL,Apr-26, 37.77 
3933,EL,May-26, 38.24 
3933,EL,Jun-26, 38.70 
3933,EL,Jul-26, 39.29 
3933,EL,Aug-26, 39.87 
3933,EL,Sep-26, 40.45 
3933,EL,Oct-26, 41.15 
3933,EL,Nov-26, 41.85 
3933,EL,Dec-26, 42.55 
3933,EL,Jan-27, 43.14 
3933,EL,Feb-27, 43.72 
3933,EL,Mar-27, 44.30 
174,Gold,Mar-26, 8556.47 
174,Gold,Apr-26, 8729.83 
174,Gold,May-26, 8903.19 
174,Gold,Jun-26, 9076.55 
174,Gold,Jul-26, 9293.25 
174,Gold,Aug-26, 9509.94 
174,Gold,Sep-26, 9726.64 
174,Gold,Oct-26, 9986.68 
174,Gold,Nov-26, 10246.72 
174,Gold,Dec-26, 10506.76 
174,Gold,Jan-27, 10723.46 
174,Gold,Feb-27, 10940.16 
174,Gold,Mar-27, 11156.85 
175,Gold,Mar-26, 4030.65 
175,Gold,Apr-26, 4120.16 
175,Gold,May-26, 4209.67 
175,Gold,Jun-26, 4299.17 
175,Gold,Jul-26, 4411.05 
175,Gold,Aug-26, 4522.94 
175,Gold,Sep-26, 4634.82 
175,Gold,Oct-26, 4769.08 
175,Gold,Nov-26, 4903.33 
175,Gold,Dec-26, 5037.59 
175,Gold,Jan-27, 5149.47 
175,Gold,Feb-27, 5261.36 
175,Gold,Mar-27, 5373.24 
176,Gold,Mar-26, 7291.41 
176,Gold,Apr-26, 7428.60 
176,Gold,May-26, 7565.79 
176,Gold,Jun-26, 7702.98 
176,Gold,Jul-26, 7874.46 
176,Gold,Aug-26, 8045.95 
176,Gold,Sep-26, 8217.44 
176,Gold,Oct-26, 8423.22 
176,Gold,Nov-26, 8629.00 
176,Gold,Dec-26, 8834.79 
176,Gold,Jan-27, 9006.27 
176,Gold,Feb-27, 9177.76 
176,Gold,Mar-27, 9349.25 
230,Gold,Mar-26, 6283.69 
230,Gold,Apr-26, 6393.69 
230,Gold,May-26, 6503.69 
230,Gold,Jun-26, 6613.69 
230,Gold,Jul-26, 6751.19 
230,Gold,Aug-26, 6888.69 
230,Gold,Sep-26, 7026.19 
230,Gold,Oct-26, 7191.19 
230,Gold,Nov-26, 7356.19 
230,Gold,Dec-26, 7521.19 
230,Gold,Jan-27, 7658.69 
230,Gold,Feb-27, 7796.19 
230,Gold,Mar-27, 7933.69 
232,Gold,Mar-26, 5787.01 
232,Gold,Apr-26, 5879.30 
232,Gold,May-26, 5971.60 
232,Gold,Jun-26, 6063.89 
232,Gold,Jul-26, 6179.26 
232,Gold,Aug-26, 6294.63 
232,Gold,Sep-26, 6409.99 
232,Gold,Oct-26, 6548.43 
232,Gold,Nov-26, 6686.87 
232,Gold,Dec-26, 6825.31 
232,Gold,Jan-27, 6940.68 
232,Gold,Feb-27, 7056.05 
232,Gold,Mar-27, 7171.42 
237,Gold,Mar-26, 5397.56 
237,Gold,Apr-26, 5503.79 
237,Gold,May-26, 5610.02 
237,Gold,Jun-26, 5716.25 
237,Gold,Jul-26, 5849.03 
237,Gold,Aug-26, 5981.82 
237,Gold,Sep-26, 6114.60 
237,Gold,Oct-26, 6273.95 
237,Gold,Nov-26, 6433.29 
237,Gold,Dec-26, 6592.64 
237,Gold,Jan-27, 6725.42 
237,Gold,Feb-27, 6858.21 
237,Gold,Mar-27, 6991.00 
243,Gold,Mar-26, 5913.05 
243,Gold,Apr-26, 6035.91 
243,Gold,May-26, 6158.78 
243,Gold,Jun-26, 6281.64 
243,Gold,Jul-26, 6435.22 
243,Gold,Aug-26, 6588.80 
243,Gold,Sep-26, 6742.39 
243,Gold,Oct-26, 6926.68 
243,Gold,Nov-26, 7110.98 
243,Gold,Dec-26, 7295.28 
243,Gold,Jan-27, 7448.86 
243,Gold,Feb-27, 7602.44 
243,Gold,Mar-27, 7756.02 
332,Gold,Mar-26, 6451.46 
332,Gold,Apr-26, 6599.08 
332,Gold,May-26, 6746.69 
332,Gold,Jun-26, 6894.30 
332,Gold,Jul-26, 7078.82 
332,Gold,Aug-26, 7263.34 
332,Gold,Sep-26, 7447.85 
332,Gold,Oct-26, 7669.27 
332,Gold,Nov-26, 7890.69 
332,Gold,Dec-26, 8112.11 
332,Gold,Jan-27, 8296.63 
332,Gold,Feb-27, 8481.14 
332,Gold,Mar-27, 8665.66 
376,Gold,Mar-26, 7212.36 
376,Gold,Apr-26, 7354.56 
376,Gold,May-26, 7496.75 
376,Gold,Jun-26, 7638.95 
376,Gold,Jul-26, 7816.69 
376,Gold,Aug-26, 7994.44 
376,Gold,Sep-26, 8172.18 
376,Gold,Oct-26, 8385.48 
376,Gold,Nov-26, 8598.77 
376,Gold,Dec-26, 8812.06 
376,Gold,Jan-27, 8989.81 
376,Gold,Feb-27, 9167.55 
376,Gold,Mar-27, 9345.30 
883,Gold,Mar-26, 6098.01 
883,Gold,Apr-26, 6224.07 
883,Gold,May-26, 6350.14 
883,Gold,Jun-26, 6476.20 
883,Gold,Jul-26, 6633.78 
883,Gold,Aug-26, 6791.36 
883,Gold,Sep-26, 6948.94 
883,Gold,Oct-26, 7138.04 
883,Gold,Nov-26, 7327.14 
883,Gold,Dec-26, 7516.23 
883,Gold,Jan-27, 7673.81 
883,Gold,Feb-27, 7831.40 
883,Gold,Mar-27, 7988.98 
910,Gold,Mar-26, 3804.06 
910,Gold,Apr-26, 3894.42 
910,Gold,May-26, 3984.78 
910,Gold,Jun-26, 4075.14 
910,Gold,Jul-26, 4188.09 
910,Gold,Aug-26, 4301.04 
910,Gold,Sep-26, 4413.99 
910,Gold,Oct-26, 4549.53 
910,Gold,Nov-26, 4685.07 
910,Gold,Dec-26, 4820.61 
910,Gold,Jan-27, 4933.57 
910,Gold,Feb-27, 5046.52 
910,Gold,Mar-27, 5159.47 
911,Gold,Mar-26, 3677.80 
911,Gold,Apr-26, 3760.93 
911,Gold,May-26, 3844.05 
911,Gold,Jun-26, 3927.18 
911,Gold,Jul-26, 4031.08 
911,Gold,Aug-26, 4134.99 
911,Gold,Sep-26, 4238.90 
911,Gold,Oct-26, 4363.58 
911,Gold,Nov-26, 4488.27 
911,Gold,Dec-26, 4612.96 
911,Gold,Jan-27, 4716.86 
911,Gold,Feb-27, 4820.77 
911,Gold,Mar-27, 4924.68 
924,Gold,Mar-26, 4667.58 
924,Gold,Apr-26, 4767.72 
924,Gold,May-26, 4867.86 
924,Gold,Jun-26, 4968.01 
924,Gold,Jul-26, 5093.18 
924,Gold,Aug-26, 5218.36 
924,Gold,Sep-26, 5343.54 
924,Gold,Oct-26, 5493.75 
924,Gold,Nov-26, 5643.96 
924,Gold,Dec-26, 5794.18 
924,Gold,Jan-27, 5919.35 
924,Gold,Feb-27, 6044.53 
924,Gold,Mar-27, 6169.71 
1013,Gold,Mar-26, 11312.04 
1013,Gold,Apr-26, 11517.75 
1013,Gold,May-26, 11723.45 
1013,Gold,Jun-26, 11929.16 
1013,Gold,Jul-26, 12186.29 
1013,Gold,Aug-26, 12443.42 
1013,Gold,Sep-26, 12700.55 
1013,Gold,Oct-26, 13009.10 
1013,Gold,Nov-26, 13317.66 
1013,Gold,Dec-26, 13626.21 
1013,Gold,Jan-27, 13883.34 
1013,Gold,Feb-27, 14140.47 
1013,Gold,Mar-27, 14397.60 
1044,Gold,Mar-26, 8526.37 
1044,Gold,Apr-26, 8678.85 
1044,Gold,May-26, 8831.33 
1044,Gold,Jun-26, 8983.82 
1044,Gold,Jul-26, 9174.42 
1044,Gold,Aug-26, 9365.02 
1044,Gold,Sep-26, 9555.62 
1044,Gold,Oct-26, 9784.35 
1044,Gold,Nov-26, 10013.07 
1044,Gold,Dec-26, 10241.79 
1044,Gold,Jan-27, 10432.40 
1044,Gold,Feb-27, 10623.00 
1044,Gold,Mar-27, 10813.60 
1112,Gold,Mar-26, 2995.10 
1112,Gold,Apr-26, 3071.78 
1112,Gold,May-26, 3148.46 
1112,Gold,Jun-26, 3225.15 
1112,Gold,Jul-26, 3321.00 
1112,Gold,Aug-26, 3416.85 
1112,Gold,Sep-26, 3512.70 
1112,Gold,Oct-26, 3627.72 
1112,Gold,Nov-26, 3742.74 
1112,Gold,Dec-26, 3857.77 
1112,Gold,Jan-27, 3953.62 
1112,Gold,Feb-27, 4049.47 
1112,Gold,Mar-27, 4145.32 
1152,Gold,Mar-26, 3741.78 
1152,Gold,Apr-26, 3823.14 
1152,Gold,May-26, 3904.50 
1152,Gold,Jun-26, 3985.86 
1152,Gold,Jul-26, 4087.57 
1152,Gold,Aug-26, 4189.27 
1152,Gold,Sep-26, 4290.97 
1152,Gold,Oct-26, 4413.02 
1152,Gold,Nov-26, 4535.06 
1152,Gold,Dec-26, 4657.10 
1152,Gold,Jan-27, 4758.80 
1152,Gold,Feb-27, 4860.51 
1152,Gold,Mar-27, 4962.21 
1220,Gold,Mar-26, 6153.78 
1220,Gold,Apr-26, 6248.54 
1220,Gold,May-26, 6343.29 
1220,Gold,Jun-26, 6438.05 
1220,Gold,Jul-26, 6556.50 
1220,Gold,Aug-26, 6674.94 
1220,Gold,Sep-26, 6793.39 
1220,Gold,Oct-26, 6935.52 
1220,Gold,Nov-26, 7077.66 
1220,Gold,Dec-26, 7219.79 
1220,Gold,Jan-27, 7338.24 
1220,Gold,Feb-27, 7456.69 
1220,Gold,Mar-27, 7575.13 
1221,Gold,Mar-26, 4318.89 
1221,Gold,Apr-26, 4394.63 
1221,Gold,May-26, 4470.36 
1221,Gold,Jun-26, 4546.09 
1221,Gold,Jul-26, 4640.75 
1221,Gold,Aug-26, 4735.41 
1221,Gold,Sep-26, 4830.08 
1221,Gold,Oct-26, 4943.67 
1221,Gold,Nov-26, 5057.27 
1221,Gold,Dec-26, 5170.87 
1221,Gold,Jan-27, 5265.53 
1221,Gold,Feb-27, 5360.19 
1221,Gold,Mar-27, 5454.86 
1258,Gold,Mar-26, 3913.56 
1258,Gold,Apr-26, 4003.50 
1258,Gold,May-26, 4093.44 
1258,Gold,Jun-26, 4183.38 
1258,Gold,Jul-26, 4295.81 
1258,Gold,Aug-26, 4408.24 
1258,Gold,Sep-26, 4520.66 
1258,Gold,Oct-26, 4655.58 
1258,Gold,Nov-26, 4790.49 
1258,Gold,Dec-26, 4925.40 
1258,Gold,Jan-27, 5037.83 
1258,Gold,Feb-27, 5150.26 
1258,Gold,Mar-27, 5262.68 
1314,Gold,Mar-26, 6202.32 
1314,Gold,Apr-26, 6308.09 
1314,Gold,May-26, 6413.86 
1314,Gold,Jun-26, 6519.63 
1314,Gold,Jul-26, 6651.85 
1314,Gold,Aug-26, 6784.06 
1314,Gold,Sep-26, 6916.27 
1314,Gold,Oct-26, 7074.93 
1314,Gold,Nov-26, 7233.59 
1314,Gold,Dec-26, 7392.25 
1314,Gold,Jan-27, 7524.46 
1314,Gold,Feb-27, 7656.68 
1314,Gold,Mar-27, 7788.89 
1316,Gold,Mar-26, 4308.08 
1316,Gold,Apr-26, 4400.07 
1316,Gold,May-26, 4492.05 
1316,Gold,Jun-26, 4584.04 
1316,Gold,Jul-26, 4699.02 
1316,Gold,Aug-26, 4814.00 
1316,Gold,Sep-26, 4928.99 
1316,Gold,Oct-26, 5066.97 
1316,Gold,Nov-26, 5204.95 
1316,Gold,Dec-26, 5342.92 
1316,Gold,Jan-27, 5457.91 
1316,Gold,Feb-27, 5572.89 
1316,Gold,Mar-27, 5687.87 
1317,Gold,Mar-26, 2864.50 
1317,Gold,Apr-26, 2909.62 
1317,Gold,May-26, 2954.74 
1317,Gold,Jun-26, 2999.86 
1317,Gold,Jul-26, 3056.27 
1317,Gold,Aug-26, 3112.67 
1317,Gold,Sep-26, 3169.07 
1317,Gold,Oct-26, 3236.75 
1317,Gold,Nov-26, 3304.43 
1317,Gold,Dec-26, 3372.11 
1317,Gold,Jan-27, 3428.52 
1317,Gold,Feb-27, 3484.92 
1317,Gold,Mar-27, 3541.32 
1401,Gold,Mar-26, 7130.53 
1401,Gold,Apr-26, 7254.49 
1401,Gold,May-26, 7378.44 
1401,Gold,Jun-26, 7502.40 
1401,Gold,Jul-26, 7657.34 
1401,Gold,Aug-26, 7812.28 
1401,Gold,Sep-26, 7967.23 
1401,Gold,Oct-26, 8153.16 
1401,Gold,Nov-26, 8339.09 
1401,Gold,Dec-26, 8525.02 
1401,Gold,Jan-27, 8679.96 
1401,Gold,Feb-27, 8834.91 
1401,Gold,Mar-27, 8989.85 
1560,Gold,Mar-26, 6765.41 
1560,Gold,Apr-26, 6900.47 
1560,Gold,May-26, 7035.52 
1560,Gold,Jun-26, 7170.58 
1560,Gold,Jul-26, 7339.40 
1560,Gold,Aug-26, 7508.22 
1560,Gold,Sep-26, 7677.04 
1560,Gold,Oct-26, 7879.62 
1560,Gold,Nov-26, 8082.21 
1560,Gold,Dec-26, 8284.79 
1560,Gold,Jan-27, 8453.61 
1560,Gold,Feb-27, 8622.43 
1560,Gold,Mar-27, 8791.25 
1789,Gold,Mar-26, 4780.62 
1789,Gold,Apr-26, 4875.70 
1789,Gold,May-26, 4970.77 
1789,Gold,Jun-26, 5065.85 
1789,Gold,Jul-26, 5184.69 
1789,Gold,Aug-26, 5303.53 
1789,Gold,Sep-26, 5422.37 
1789,Gold,Oct-26, 5564.99 
1789,Gold,Nov-26, 5707.60 
1789,Gold,Dec-26, 5850.21 
1789,Gold,Jan-27, 5969.05 
1789,Gold,Feb-27, 6087.89 
1789,Gold,Mar-27, 6206.74 
1830,Gold,Mar-26, 7262.86 
1830,Gold,Apr-26, 7415.76 
1830,Gold,May-26, 7568.66 
1830,Gold,Jun-26, 7721.56 
1830,Gold,Jul-26, 7912.68 
1830,Gold,Aug-26, 8103.81 
1830,Gold,Sep-26, 8294.93 
1830,Gold,Oct-26, 8524.28 
1830,Gold,Nov-26, 8753.63 
1830,Gold,Dec-26, 8982.97 
1830,Gold,Jan-27, 9174.10 
1830,Gold,Feb-27, 9365.22 
1830,Gold,Mar-27, 9556.34 
1896,Gold,Mar-26, 7656.50 
1896,Gold,Apr-26, 7806.20 
1896,Gold,May-26, 7955.90 
1896,Gold,Jun-26, 8105.60 
1896,Gold,Jul-26, 8292.72 
1896,Gold,Aug-26, 8479.85 
1896,Gold,Sep-26, 8666.97 
1896,Gold,Oct-26, 8891.52 
1896,Gold,Nov-26, 9116.07 
1896,Gold,Dec-26, 9340.62 
1896,Gold,Jan-27, 9527.75 
1896,Gold,Feb-27, 9714.87 
1896,Gold,Mar-27, 9902.00 
1919,Gold,Mar-26, 5962.75 
1919,Gold,Apr-26, 6083.04 
1919,Gold,May-26, 6203.33 
1919,Gold,Jun-26, 6323.62 
1919,Gold,Jul-26, 6473.99 
1919,Gold,Aug-26, 6624.35 
1919,Gold,Sep-26, 6774.72 
1919,Gold,Oct-26, 6955.16 
1919,Gold,Nov-26, 7135.60 
1919,Gold,Dec-26, 7316.04 
1919,Gold,Jan-27, 7466.40 
1919,Gold,Feb-27, 7616.77 
1919,Gold,Mar-27, 7767.13 
1931,Gold,Mar-26, 5229.95 
1931,Gold,Apr-26, 5333.28 
1931,Gold,May-26, 5436.61 
1931,Gold,Jun-26, 5539.94 
1931,Gold,Jul-26, 5669.11 
1931,Gold,Aug-26, 5798.27 
1931,Gold,Sep-26, 5927.44 
1931,Gold,Oct-26, 6082.43 
1931,Gold,Nov-26, 6237.43 
1931,Gold,Dec-26, 6392.43 
1931,Gold,Jan-27, 6521.59 
1931,Gold,Feb-27, 6650.76 
1931,Gold,Mar-27, 6779.92 
2098,Gold,Mar-26, 6388.94 
2098,Gold,Apr-26, 6520.74 
2098,Gold,May-26, 6652.54 
2098,Gold,Jun-26, 6784.34 
2098,Gold,Jul-26, 6949.09 
2098,Gold,Aug-26, 7113.83 
2098,Gold,Sep-26, 7278.58 
2098,Gold,Oct-26, 7476.28 
2098,Gold,Nov-26, 7673.98 
2098,Gold,Dec-26, 7871.67 
2098,Gold,Jan-27, 8036.42 
2098,Gold,Feb-27, 8201.17 
2098,Gold,Mar-27, 8365.92 
2286,Gold,Mar-26, 7737.99 
2286,Gold,Apr-26, 7889.57 
2286,Gold,May-26, 8041.15 
2286,Gold,Jun-26, 8192.74 
2286,Gold,Jul-26, 8382.22 
2286,Gold,Aug-26, 8571.70 
2286,Gold,Sep-26, 8761.18 
2286,Gold,Oct-26, 8988.55 
2286,Gold,Nov-26, 9215.93 
2286,Gold,Dec-26, 9443.31 
2286,Gold,Jan-27, 9632.79 
2286,Gold,Feb-27, 9822.27 
2286,Gold,Mar-27, 10011.75 
2287,Gold,Mar-26, 6030.30 
2287,Gold,Apr-26, 6147.16 
2287,Gold,May-26, 6264.01 
2287,Gold,Jun-26, 6380.86 
2287,Gold,Jul-26, 6526.93 
2287,Gold,Aug-26, 6672.99 
2287,Gold,Sep-26, 6819.06 
2287,Gold,Oct-26, 6994.34 
2287,Gold,Nov-26, 7169.61 
2287,Gold,Dec-26, 7344.89 
2287,Gold,Jan-27, 7490.96 
2287,Gold,Feb-27, 7637.02 
2287,Gold,Mar-27, 7783.09 
2288,Gold,Mar-26, 5961.24 
2288,Gold,Apr-26, 6074.45 
2288,Gold,May-26, 6187.66 
2288,Gold,Jun-26, 6300.87 
2288,Gold,Jul-26, 6442.38 
2288,Gold,Aug-26, 6583.88 
2288,Gold,Sep-26, 6725.39 
2288,Gold,Oct-26, 6895.21 
2288,Gold,Nov-26, 7065.02 
2288,Gold,Dec-26, 7234.83 
2288,Gold,Jan-27, 7376.34 
2288,Gold,Feb-27, 7517.85 
2288,Gold,Mar-27, 7659.36 
2461,Gold,Mar-26, 9847.16 
2461,Gold,Apr-26, 10057.40 
2461,Gold,May-26, 10267.63 
2461,Gold,Jun-26, 10477.87 
2461,Gold,Jul-26, 10740.67 
2461,Gold,Aug-26, 11003.47 
2461,Gold,Sep-26, 11266.27 
2461,Gold,Oct-26, 11581.63 
2461,Gold,Nov-26, 11896.99 
2461,Gold,Dec-26, 12212.35 
2461,Gold,Jan-27, 12475.15 
2461,Gold,Feb-27, 12737.95 
2461,Gold,Mar-27, 13000.75 
2464,Gold,Mar-26, 5680.76 
2464,Gold,Apr-26, 5792.79 
2464,Gold,May-26, 5904.82 
2464,Gold,Jun-26, 6016.85 
2464,Gold,Jul-26, 6156.89 
2464,Gold,Aug-26, 6296.93 
2464,Gold,Sep-26, 6436.96 
2464,Gold,Oct-26, 6605.01 
2464,Gold,Nov-26, 6773.05 
2464,Gold,Dec-26, 6941.10 
2464,Gold,Jan-27, 7081.14 
2464,Gold,Feb-27, 7221.17 
2464,Gold,Mar-27, 7361.21 
2574,Gold,Mar-26, 11099.11 
2574,Gold,Apr-26, 11286.77 
2574,Gold,May-26, 11474.42 
2574,Gold,Jun-26, 11662.07 
2574,Gold,Jul-26, 11896.64 
2574,Gold,Aug-26, 12131.20 
2574,Gold,Sep-26, 12365.77 
2574,Gold,Oct-26, 12647.25 
2574,Gold,Nov-26, 12928.73 
2574,Gold,Dec-26, 13210.21 
2574,Gold,Jan-27, 13444.77 
2574,Gold,Feb-27, 13679.34 
2574,Gold,Mar-27, 13913.91 
2685,Gold,Mar-26, 7731.48 
2685,Gold,Apr-26, 7876.16 
2685,Gold,May-26, 8020.84 
2685,Gold,Jun-26, 8165.52 
2685,Gold,Jul-26, 8346.37 
2685,Gold,Aug-26, 8527.22 
2685,Gold,Sep-26, 8708.06 
2685,Gold,Oct-26, 8925.08 
2685,Gold,Nov-26, 9142.10 
2685,Gold,Dec-26, 9359.12 
2685,Gold,Jan-27, 9539.97 
2685,Gold,Feb-27, 9720.82 
2685,Gold,Mar-27, 9901.67 
2686,Gold,Mar-26, 3570.14 
2686,Gold,Apr-26, 3655.38 
2686,Gold,May-26, 3740.62 
2686,Gold,Jun-26, 3825.86 
2686,Gold,Jul-26, 3932.41 
2686,Gold,Aug-26, 4038.96 
2686,Gold,Sep-26, 4145.51 
2686,Gold,Oct-26, 4273.37 
2686,Gold,Nov-26, 4401.23 
2686,Gold,Dec-26, 4529.09 
2686,Gold,Jan-27, 4635.64 
2686,Gold,Feb-27, 4742.19 
2686,Gold,Mar-27, 4848.74 
2702,Gold,Mar-26, 5969.49 
2702,Gold,Apr-26, 6090.02 
2702,Gold,May-26, 6210.55 
2702,Gold,Jun-26, 6331.07 
2702,Gold,Jul-26, 6481.73 
2702,Gold,Aug-26, 6632.39 
2702,Gold,Sep-26, 6783.05 
2702,Gold,Oct-26, 6963.85 
2702,Gold,Nov-26, 7144.64 
2702,Gold,Dec-26, 7325.43 
2702,Gold,Jan-27, 7476.09 
2702,Gold,Feb-27, 7626.75 
2702,Gold,Mar-27, 7777.41 
2703,Gold,Mar-26, 10109.03 
2703,Gold,Apr-26, 10306.11 
2703,Gold,May-26, 10503.18 
2703,Gold,Jun-26, 10700.26 
2703,Gold,Jul-26, 10946.60 
2703,Gold,Aug-26, 11192.95 
2703,Gold,Sep-26, 11439.29 
2703,Gold,Oct-26, 11734.90 
2703,Gold,Nov-26, 12030.52 
2703,Gold,Dec-26, 12326.13 
2703,Gold,Jan-27, 12572.47 
2703,Gold,Feb-27, 12818.82 
2703,Gold,Mar-27, 13065.16 
2704,Gold,Mar-26, 4122.30 
2704,Gold,Apr-26, 4201.73 
2704,Gold,May-26, 4281.17 
2704,Gold,Jun-26, 4360.61 
2704,Gold,Jul-26, 4459.90 
2704,Gold,Aug-26, 4559.19 
2704,Gold,Sep-26, 4658.49 
2704,Gold,Oct-26, 4777.64 
2704,Gold,Nov-26, 4896.80 
2704,Gold,Dec-26, 5015.95 
2704,Gold,Jan-27, 5115.24 
2704,Gold,Feb-27, 5214.54 
2704,Gold,Mar-27, 5313.83 
2705,Gold,Mar-26, 9053.94 
2705,Gold,Apr-26, 9226.45 
2705,Gold,May-26, 9398.96 
2705,Gold,Jun-26, 9571.47 
2705,Gold,Jul-26, 9787.10 
2705,Gold,Aug-26, 10002.73 
2705,Gold,Sep-26, 10218.37 
2705,Gold,Oct-26, 10477.13 
2705,Gold,Nov-26, 10735.89 
2705,Gold,Dec-26, 10994.65 
2705,Gold,Jan-27, 11210.29 
2705,Gold,Feb-27, 11425.92 
2705,Gold,Mar-27, 11641.56 
2706,Gold,Mar-26, 5390.29 
2706,Gold,Apr-26, 5512.17 
2706,Gold,May-26, 5634.05 
2706,Gold,Jun-26, 5755.93 
2706,Gold,Jul-26, 5908.28 
2706,Gold,Aug-26, 6060.62 
2706,Gold,Sep-26, 6212.97 
2706,Gold,Oct-26, 6395.79 
2706,Gold,Nov-26, 6578.61 
2706,Gold,Dec-26, 6761.43 
2706,Gold,Jan-27, 6913.78 
2706,Gold,Feb-27, 7066.13 
2706,Gold,Mar-27, 7218.47 
3164,Gold,Mar-26, 7875.98 
3164,Gold,Apr-26, 8033.24 
3164,Gold,May-26, 8190.50 
3164,Gold,Jun-26, 8347.76 
3164,Gold,Jul-26, 8544.33 
3164,Gold,Aug-26, 8740.91 
3164,Gold,Sep-26, 8937.48 
3164,Gold,Oct-26, 9173.37 
3164,Gold,Nov-26, 9409.26 
3164,Gold,Dec-26, 9645.15 
3164,Gold,Jan-27, 9841.73 
3164,Gold,Feb-27, 10038.30 
3164,Gold,Mar-27, 10234.88 
3165,Gold,Mar-26, 6883.93 
3165,Gold,Apr-26, 7017.97 
3165,Gold,May-26, 7152.01 
3165,Gold,Jun-26, 7286.05 
3165,Gold,Jul-26, 7453.60 
3165,Gold,Aug-26, 7621.15 
3165,Gold,Sep-26, 7788.69 
3165,Gold,Oct-26, 7989.75 
3165,Gold,Nov-26, 8190.81 
3165,Gold,Dec-26, 8391.87 
3165,Gold,Jan-27, 8559.42 
3165,Gold,Feb-27, 8726.97 
3165,Gold,Mar-27, 8894.51 
3166,Gold,Mar-26, 4079.57 
3166,Gold,Apr-26, 4162.66 
3166,Gold,May-26, 4245.74 
3166,Gold,Jun-26, 4328.83 
3166,Gold,Jul-26, 4432.69 
3166,Gold,Aug-26, 4536.55 
3166,Gold,Sep-26, 4640.41 
3166,Gold,Oct-26, 4765.05 
3166,Gold,Nov-26, 4889.68 
3166,Gold,Dec-26, 5014.31 
3166,Gold,Jan-27, 5118.17 
3166,Gold,Feb-27, 5222.03 
3166,Gold,Mar-27, 5325.89 
3346,Gold,Mar-26, 3009.61 
3346,Gold,Apr-26, 3081.08 
3346,Gold,May-26, 3152.55 
3346,Gold,Jun-26, 3224.02 
3346,Gold,Jul-26, 3313.36 
3346,Gold,Aug-26, 3402.70 
3346,Gold,Sep-26, 3492.04 
3346,Gold,Oct-26, 3599.24 
3346,Gold,Nov-26, 3706.45 
3346,Gold,Dec-26, 3813.66 
3346,Gold,Jan-27, 3902.99 
3346,Gold,Feb-27, 3992.33 
3346,Gold,Mar-27, 4081.67 
3347,Gold,Mar-26, 4223.29 
3347,Gold,Apr-26, 4287.07 
3347,Gold,May-26, 4350.84 
3347,Gold,Jun-26, 4414.62 
3347,Gold,Jul-26, 4494.33 
3347,Gold,Aug-26, 4574.05 
3347,Gold,Sep-26, 4653.77 
3347,Gold,Oct-26, 4749.43 
3347,Gold,Nov-26, 4845.09 
3347,Gold,Dec-26, 4940.75 
3347,Gold,Jan-27, 5020.47 
3347,Gold,Feb-27, 5100.19 
3347,Gold,Mar-27, 5179.90 
3436,Gold,Mar-26, 2390.22 
3436,Gold,Apr-26, 2439.84 
3436,Gold,May-26, 2489.46 
3436,Gold,Jun-26, 2539.08 
3436,Gold,Jul-26, 2601.11 
3436,Gold,Aug-26, 2663.14 
3436,Gold,Sep-26, 2725.17 
3436,Gold,Oct-26, 2799.60 
3436,Gold,Nov-26, 2874.04 
3436,Gold,Dec-26, 2948.47 
3436,Gold,Jan-27, 3010.50 
3436,Gold,Feb-27, 3072.53 
3436,Gold,Mar-27, 3134.56 
3437,Gold,Mar-26, 5695.92 
3437,Gold,Apr-26, 5798.03 
3437,Gold,May-26, 5900.15 
3437,Gold,Jun-26, 6002.26 
3437,Gold,Jul-26, 6129.90 
3437,Gold,Aug-26, 6257.55 
3437,Gold,Sep-26, 6385.19 
3437,Gold,Oct-26, 6538.36 
3437,Gold,Nov-26, 6691.53 
3437,Gold,Dec-26, 6844.70 
3437,Gold,Jan-27, 6972.35 
3437,Gold,Feb-27, 7099.99 
3437,Gold,Mar-27, 7227.63 
3548,Gold,Mar-26, 5104.20 
3548,Gold,Apr-26, 5208.89 
3548,Gold,May-26, 5313.59 
3548,Gold,Jun-26, 5418.29 
3548,Gold,Jul-26, 5549.16 
3548,Gold,Aug-26, 5680.03 
3548,Gold,Sep-26, 5810.90 
3548,Gold,Oct-26, 5967.94 
3548,Gold,Nov-26, 6124.99 
3548,Gold,Dec-26, 6282.03 
3548,Gold,Jan-27, 6412.91 
3548,Gold,Feb-27, 6543.78 
3548,Gold,Mar-27, 6674.65 
3549,Gold,Mar-26, 3606.81 
3549,Gold,Apr-26, 3684.85 
3549,Gold,May-26, 3762.90 
3549,Gold,Jun-26, 3840.95 
3549,Gold,Jul-26, 3938.51 
3549,Gold,Aug-26, 4036.06 
3549,Gold,Sep-26, 4133.62 
3549,Gold,Oct-26, 4250.69 
3549,Gold,Nov-26, 4367.76 
3549,Gold,Dec-26, 4484.84 
3549,Gold,Jan-27, 4582.39 
3549,Gold,Feb-27, 4679.95 
3549,Gold,Mar-27, 4777.51 
3920,Gold,Mar-26, 968.73 
