SOL,PARAMETER,Period, Value 
1919,CASA,Oct-26, 3251.49 
1919,CASA,Nov-26, 3321.73 
1919,CASA,Dec-26, 3391.98 
1919,CASA,Jan-27, 3450.51 
1919,CASA,Feb-27, 3509.05 
1919,CASA,Mar-27, 3567.59 
1931,CASA,Mar-26, 1672.51 
1931,CASA,Apr-26, 1698.13 
1931,CASA,May-26, 1723.74 
1931,CASA,Jun-26, 1749.36 
1931,CASA,Jul-26, 1781.39 
1931,CASA,Aug-26, 1813.41 
1931,CASA,Sep-26, 1845.43 
1931,CASA,Oct-26, 1883.86 
1931,CASA,Nov-26, 1922.29 
1931,CASA,Dec-26, 1960.72 
1931,CASA,Jan-27, 1992.74 
1931,CASA,Feb-27, 2024.76 
1931,CASA,Mar-27, 2056.79 
2098,CASA,Mar-26, 3370.36 
2098,CASA,Apr-26, 3411.73 
2098,CASA,May-26, 3453.09 
2098,CASA,Jun-26, 3494.46 
2098,CASA,Jul-26, 3546.16 
2098,CASA,Aug-26, 3597.87 
2098,CASA,Sep-26, 3649.58 
2098,CASA,Oct-26, 3711.63 
2098,CASA,Nov-26, 3773.68 
2098,CASA,Dec-26, 3835.73 
2098,CASA,Jan-27, 3887.43 
2098,CASA,Feb-27, 3939.14 
2098,CASA,Mar-27, 3990.85 
2286,CASA,Mar-26, 2744.11 
2286,CASA,Apr-26, 2765.81 
2286,CASA,May-26, 2787.52 
2286,CASA,Jun-26, 2809.23 
2286,CASA,Jul-26, 2836.37 
2286,CASA,Aug-26, 2863.50 
2286,CASA,Sep-26, 2890.64 
2286,CASA,Oct-26, 2923.20 
2286,CASA,Nov-26, 2955.77 
2286,CASA,Dec-26, 2988.33 
2286,CASA,Jan-27, 3015.47 
2286,CASA,Feb-27, 3042.60 
2286,CASA,Mar-27, 3069.74 
2287,CASA,Mar-26, 1423.54 
2287,CASA,Apr-26, 1443.71 
2287,CASA,May-26, 1463.88 
2287,CASA,Jun-26, 1484.05 
2287,CASA,Jul-26, 1509.25 
2287,CASA,Aug-26, 1534.46 
2287,CASA,Sep-26, 1559.67 
2287,CASA,Oct-26, 1589.93 
2287,CASA,Nov-26, 1620.18 
2287,CASA,Dec-26, 1650.43 
2287,CASA,Jan-27, 1675.64 
2287,CASA,Feb-27, 1700.85 
2287,CASA,Mar-27, 1726.06 
2288,CASA,Mar-26, 2630.47 
2288,CASA,Apr-26, 2662.86 
2288,CASA,May-26, 2695.24 
2288,CASA,Jun-26, 2727.63 
2288,CASA,Jul-26, 2768.12 
2288,CASA,Aug-26, 2808.60 
2288,CASA,Sep-26, 2849.09 
2288,CASA,Oct-26, 2897.67 
2288,CASA,Nov-26, 2946.26 
2288,CASA,Dec-26, 2994.84 
2288,CASA,Jan-27, 3035.32 
2288,CASA,Feb-27, 3075.81 
2288,CASA,Mar-27, 3116.30 
2461,CASA,Mar-26, 2558.44 
2461,CASA,Apr-26, 2582.83 
2461,CASA,May-26, 2607.22 
2461,CASA,Jun-26, 2631.60 
2461,CASA,Jul-26, 2662.09 
2461,CASA,Aug-26, 2692.57 
2461,CASA,Sep-26, 2723.06 
2461,CASA,Oct-26, 2759.64 
2461,CASA,Nov-26, 2796.22 
2461,CASA,Dec-26, 2832.80 
2461,CASA,Jan-27, 2863.28 
2461,CASA,Feb-27, 2893.77 
2461,CASA,Mar-27, 2924.25 
2464,CASA,Mar-26, 2208.51 
2464,CASA,Apr-26, 2223.42 
2464,CASA,May-26, 2238.32 
2464,CASA,Jun-26, 2253.23 
2464,CASA,Jul-26, 2271.86 
2464,CASA,Aug-26, 2290.49 
2464,CASA,Sep-26, 2309.12 
2464,CASA,Oct-26, 2331.48 
2464,CASA,Nov-26, 2353.83 
2464,CASA,Dec-26, 2376.19 
2464,CASA,Jan-27, 2394.82 
2464,CASA,Feb-27, 2413.45 
2464,CASA,Mar-27, 2432.08 
2574,CASA,Mar-26, 3193.02 
2574,CASA,Apr-26, 3249.84 
2574,CASA,May-26, 3306.65 
2574,CASA,Jun-26, 3363.47 
2574,CASA,Jul-26, 3434.49 
2574,CASA,Aug-26, 3505.51 
2574,CASA,Sep-26, 3576.53 
2574,CASA,Oct-26, 3661.75 
2574,CASA,Nov-26, 3746.98 
2574,CASA,Dec-26, 3832.20 
2574,CASA,Jan-27, 3903.22 
2574,CASA,Feb-27, 3974.24 
2574,CASA,Mar-27, 4045.26 
2685,CASA,Mar-26, 2814.73 
2685,CASA,Apr-26, 2854.92 
2685,CASA,May-26, 2895.12 
2685,CASA,Jun-26, 2935.31 
2685,CASA,Jul-26, 2985.56 
2685,CASA,Aug-26, 3035.80 
2685,CASA,Sep-26, 3086.05 
2685,CASA,Oct-26, 3146.34 
2685,CASA,Nov-26, 3206.64 
2685,CASA,Dec-26, 3266.93 
2685,CASA,Jan-27, 3317.18 
2685,CASA,Feb-27, 3367.42 
2685,CASA,Mar-27, 3417.67 
2686,CASA,Mar-26, 1214.01 
2686,CASA,Apr-26, 1229.58 
2686,CASA,May-26, 1245.15 
2686,CASA,Jun-26, 1260.73 
2686,CASA,Jul-26, 1280.19 
2686,CASA,Aug-26, 1299.66 
2686,CASA,Sep-26, 1319.13 
2686,CASA,Oct-26, 1342.49 
2686,CASA,Nov-26, 1365.85 
2686,CASA,Dec-26, 1389.21 
2686,CASA,Jan-27, 1408.67 
2686,CASA,Feb-27, 1428.14 
2686,CASA,Mar-27, 1447.61 
2702,CASA,Mar-26, 1405.48 
2702,CASA,Apr-26, 1435.79 
2702,CASA,May-26, 1466.10 
2702,CASA,Jun-26, 1496.41 
2702,CASA,Jul-26, 1534.30 
2702,CASA,Aug-26, 1572.19 
2702,CASA,Sep-26, 1610.08 
2702,CASA,Oct-26, 1655.55 
2702,CASA,Nov-26, 1701.02 
2702,CASA,Dec-26, 1746.48 
2702,CASA,Jan-27, 1784.37 
2702,CASA,Feb-27, 1822.26 
2702,CASA,Mar-27, 1860.15 
2703,CASA,Mar-26, 1977.77 
2703,CASA,Apr-26, 2007.30 
2703,CASA,May-26, 2036.83 
2703,CASA,Jun-26, 2066.35 
2703,CASA,Jul-26, 2103.26 
2703,CASA,Aug-26, 2140.17 
2703,CASA,Sep-26, 2177.08 
2703,CASA,Oct-26, 2221.37 
2703,CASA,Nov-26, 2265.66 
2703,CASA,Dec-26, 2309.95 
2703,CASA,Jan-27, 2346.86 
2703,CASA,Feb-27, 2383.77 
2703,CASA,Mar-27, 2420.67 
2704,CASA,Mar-26, 754.14 
2704,CASA,Apr-26, 762.91 
2704,CASA,May-26, 771.68 
2704,CASA,Jun-26, 780.44 
2704,CASA,Jul-26, 791.40 
2704,CASA,Aug-26, 802.36 
2704,CASA,Sep-26, 813.32 
2704,CASA,Oct-26, 826.47 
2704,CASA,Nov-26, 839.62 
2704,CASA,Dec-26, 852.77 
2704,CASA,Jan-27, 863.73 
2704,CASA,Feb-27, 874.69 
2704,CASA,Mar-27, 885.65 
2705,CASA,Mar-26, 2152.29 
2705,CASA,Apr-26, 2176.81 
2705,CASA,May-26, 2201.32 
2705,CASA,Jun-26, 2225.84 
2705,CASA,Jul-26, 2256.48 
2705,CASA,Aug-26, 2287.13 
2705,CASA,Sep-26, 2317.78 
2705,CASA,Oct-26, 2354.55 
2705,CASA,Nov-26, 2391.32 
2705,CASA,Dec-26, 2428.10 
2705,CASA,Jan-27, 2458.74 
2705,CASA,Feb-27, 2489.39 
2705,CASA,Mar-27, 2520.04 
2706,CASA,Mar-26, 1985.05 
2706,CASA,Apr-26, 2008.72 
2706,CASA,May-26, 2032.40 
2706,CASA,Jun-26, 2056.07 
2706,CASA,Jul-26, 2085.66 
2706,CASA,Aug-26, 2115.25 
2706,CASA,Sep-26, 2144.85 
2706,CASA,Oct-26, 2180.36 
2706,CASA,Nov-26, 2215.87 
2706,CASA,Dec-26, 2251.38 
2706,CASA,Jan-27, 2280.97 
2706,CASA,Feb-27, 2310.56 
2706,CASA,Mar-27, 2340.15 
3164,CASA,Mar-26, 1627.59 
3164,CASA,Apr-26, 1648.49 
3164,CASA,May-26, 1669.39 
3164,CASA,Jun-26, 1690.29 
3164,CASA,Jul-26, 1716.42 
3164,CASA,Aug-26, 1742.55 
3164,CASA,Sep-26, 1768.68 
3164,CASA,Oct-26, 1800.03 
3164,CASA,Nov-26, 1831.38 
3164,CASA,Dec-26, 1862.73 
3164,CASA,Jan-27, 1888.86 
3164,CASA,Feb-27, 1914.99 
3164,CASA,Mar-27, 1941.12 
3165,CASA,Mar-26, 1592.17 
3165,CASA,Apr-26, 1607.23 
3165,CASA,May-26, 1622.30 
3165,CASA,Jun-26, 1637.37 
3165,CASA,Jul-26, 1656.21 
3165,CASA,Aug-26, 1675.05 
3165,CASA,Sep-26, 1693.88 
3165,CASA,Oct-26, 1716.49 
3165,CASA,Nov-26, 1739.09 
3165,CASA,Dec-26, 1761.70 
3165,CASA,Jan-27, 1780.54 
3165,CASA,Feb-27, 1799.37 
3165,CASA,Mar-27, 1818.21 
3166,CASA,Mar-26, 1592.08 
3166,CASA,Apr-26, 1615.36 
3166,CASA,May-26, 1638.63 
3166,CASA,Jun-26, 1661.91 
3166,CASA,Jul-26, 1691.00 
3166,CASA,Aug-26, 1720.10 
3166,CASA,Sep-26, 1749.19 
3166,CASA,Oct-26, 1784.10 
3166,CASA,Nov-26, 1819.02 
3166,CASA,Dec-26, 1853.93 
3166,CASA,Jan-27, 1883.02 
3166,CASA,Feb-27, 1912.12 
3166,CASA,Mar-27, 1941.21 
3346,CASA,Mar-26, 673.98 
3346,CASA,Apr-26, 681.48 
3346,CASA,May-26, 688.99 
3346,CASA,Jun-26, 696.49 
3346,CASA,Jul-26, 705.87 
3346,CASA,Aug-26, 715.25 
3346,CASA,Sep-26, 724.63 
3346,CASA,Oct-26, 735.88 
3346,CASA,Nov-26, 747.14 
3346,CASA,Dec-26, 758.39 
3346,CASA,Jan-27, 767.77 
3346,CASA,Feb-27, 777.15 
3346,CASA,Mar-27, 786.53 
3347,CASA,Mar-26, 708.66 
3347,CASA,Apr-26, 718.56 
3347,CASA,May-26, 728.45 
3347,CASA,Jun-26, 738.34 
3347,CASA,Jul-26, 750.71 
3347,CASA,Aug-26, 763.08 
3347,CASA,Sep-26, 775.45 
3347,CASA,Oct-26, 790.29 
3347,CASA,Nov-26, 805.13 
3347,CASA,Dec-26, 819.97 
3347,CASA,Jan-27, 832.34 
3347,CASA,Feb-27, 844.70 
3347,CASA,Mar-27, 857.07 
3436,CASA,Mar-26, 866.26 
3436,CASA,Apr-26, 880.84 
3436,CASA,May-26, 895.41 
3436,CASA,Jun-26, 909.99 
3436,CASA,Jul-26, 928.21 
3436,CASA,Aug-26, 946.42 
3436,CASA,Sep-26, 964.64 
3436,CASA,Oct-26, 986.50 
3436,CASA,Nov-26, 1008.37 
3436,CASA,Dec-26, 1030.23 
3436,CASA,Jan-27, 1048.45 
3436,CASA,Feb-27, 1066.67 
3436,CASA,Mar-27, 1084.88 
3437,CASA,Mar-26, 2092.71 
3437,CASA,Apr-26, 2128.06 
3437,CASA,May-26, 2163.42 
3437,CASA,Jun-26, 2198.77 
3437,CASA,Jul-26, 2242.96 
3437,CASA,Aug-26, 2287.16 
3437,CASA,Sep-26, 2331.35 
3437,CASA,Oct-26, 2384.38 
3437,CASA,Nov-26, 2437.42 
3437,CASA,Dec-26, 2490.45 
3437,CASA,Jan-27, 2534.64 
3437,CASA,Feb-27, 2578.83 
3437,CASA,Mar-27, 2623.03 
3548,CASA,Mar-26, 872.82 
3548,CASA,Apr-26, 892.17 
3548,CASA,May-26, 911.52 
3548,CASA,Jun-26, 930.88 
3548,CASA,Jul-26, 955.07 
3548,CASA,Aug-26, 979.26 
3548,CASA,Sep-26, 1003.45 
3548,CASA,Oct-26, 1032.47 
3548,CASA,Nov-26, 1061.50 
3548,CASA,Dec-26, 1090.53 
3548,CASA,Jan-27, 1114.72 
3548,CASA,Feb-27, 1138.91 
3548,CASA,Mar-27, 1163.10 
3549,CASA,Mar-26, 1895.20 
3549,CASA,Apr-26, 1928.55 
3549,CASA,May-26, 1961.91 
3549,CASA,Jun-26, 1995.26 
3549,CASA,Jul-26, 2036.96 
3549,CASA,Aug-26, 2078.65 
3549,CASA,Sep-26, 2120.34 
3549,CASA,Oct-26, 2170.38 
3549,CASA,Nov-26, 2220.41 
3549,CASA,Dec-26, 2270.44 
3549,CASA,Jan-27, 2312.13 
3549,CASA,Feb-27, 2353.83 
3549,CASA,Mar-27, 2395.52 
3920,CASA,Mar-26, 176.99 
3920,CASA,Apr-26, 186.52 
3920,CASA,May-26, 196.05 
3920,CASA,Jun-26, 205.59 
3920,CASA,Jul-26, 217.51 
3920,CASA,Aug-26, 229.42 
3920,CASA,Sep-26, 241.34 
3920,CASA,Oct-26, 255.64 
3920,CASA,Nov-26, 269.94 
3920,CASA,Dec-26, 284.25 
3920,CASA,Jan-27, 296.16 
3920,CASA,Feb-27, 308.08 
3920,CASA,Mar-27, 320.00 
4069,CASA,Mar-26, -   
4069,CASA,Apr-26, -   
4069,CASA,May-26, -   
4069,CASA,Jun-26, -   
4069,CASA,Jul-26, -   
4069,CASA,Aug-26, -   
4069,CASA,Sep-26, -   
4069,CASA,Oct-26, -   
4069,CASA,Nov-26, -   
4069,CASA,Dec-26, -   
4069,CASA,Jan-27, -   
4069,CASA,Feb-27, -   
4069,CASA,Mar-27, -   
4153,CASA,Mar-26, 4.29 
4153,CASA,Apr-26, 21.34 
4153,CASA,May-26, 38.38 
4153,CASA,Jun-26, 55.43 
4153,CASA,Jul-26, 76.74 
4153,CASA,Aug-26, 98.05 
4153,CASA,Sep-26, 119.36 
4153,CASA,Oct-26, 144.93 
4153,CASA,Nov-26, 170.50 
4153,CASA,Dec-26, 196.07 
4153,CASA,Jan-27, 217.38 
4153,CASA,Feb-27, 238.69 
4153,CASA,Mar-27, 260.00 
3933,CASA,Mar-26, 1340.74 
3933,CASA,Apr-26, 1357.44 
3933,CASA,May-26, 1374.14 
3933,CASA,Jun-26, 1390.85 
3933,CASA,Jul-26, 1411.73 
3933,CASA,Aug-26, 1432.61 
3933,CASA,Sep-26, 1453.49 
3933,CASA,Oct-26, 1478.55 
3933,CASA,Nov-26, 1503.60 
3933,CASA,Dec-26, 1528.66 
3933,CASA,Jan-27, 1549.54 
3933,CASA,Feb-27, 1570.42 
3933,CASA,Mar-27, 1591.30 
174,Adv,Mar-26, 11491.62 
174,Adv,Apr-26, 11702.46 
174,Adv,May-26, 11913.29 
174,Adv,Jun-26, 12124.13 
174,Adv,Jul-26, 12387.67 
174,Adv,Aug-26, 12651.22 
174,Adv,Sep-26, 12914.76 
174,Adv,Oct-26, 13231.01 
174,Adv,Nov-26, 13547.27 
174,Adv,Dec-26, 13863.52 
174,Adv,Jan-27, 14127.07 
174,Adv,Feb-27, 14390.61 
174,Adv,Mar-27, 14654.15 
175,Adv,Mar-26, 4980.78 
175,Adv,Apr-26, 5082.28 
175,Adv,May-26, 5183.78 
175,Adv,Jun-26, 5285.27 
175,Adv,Jul-26, 5412.14 
175,Adv,Aug-26, 5539.01 
175,Adv,Sep-26, 5665.88 
175,Adv,Oct-26, 5818.13 
175,Adv,Nov-26, 5970.37 
175,Adv,Dec-26, 6122.61 
175,Adv,Jan-27, 6249.48 
175,Adv,Feb-27, 6376.35 
175,Adv,Mar-27, 6503.22 
176,Adv,Mar-26, 9151.96 
176,Adv,Apr-26, 9315.11 
176,Adv,May-26, 9478.26 
176,Adv,Jun-26, 9641.41 
176,Adv,Jul-26, 9845.34 
176,Adv,Aug-26, 10049.28 
176,Adv,Sep-26, 10253.21 
176,Adv,Oct-26, 10497.94 
176,Adv,Nov-26, 10742.66 
176,Adv,Dec-26, 10987.38 
176,Adv,Jan-27, 11191.32 
176,Adv,Feb-27, 11395.25 
176,Adv,Mar-27, 11599.19 
230,Adv,Mar-26, 8633.92 
230,Adv,Apr-26, 8777.72 
230,Adv,May-26, 8921.53 
230,Adv,Jun-26, 9065.34 
230,Adv,Jul-26, 9245.09 
230,Adv,Aug-26, 9424.84 
230,Adv,Sep-26, 9604.60 
230,Adv,Oct-26, 9820.30 
230,Adv,Nov-26, 10036.01 
230,Adv,Dec-26, 10251.72 
230,Adv,Jan-27, 10431.47 
230,Adv,Feb-27, 10611.23 
230,Adv,Mar-27, 10790.98 
232,Adv,Mar-26, 6366.89 
232,Adv,Apr-26, 6466.32 
232,Adv,May-26, 6565.75 
232,Adv,Jun-26, 6665.18 
232,Adv,Jul-26, 6789.46 
232,Adv,Aug-26, 6913.75 
232,Adv,Sep-26, 7038.04 
232,Adv,Oct-26, 7187.18 
232,Adv,Nov-26, 7336.33 
232,Adv,Dec-26, 7485.47 
232,Adv,Jan-27, 7609.76 
232,Adv,Feb-27, 7734.04 
232,Adv,Mar-27, 7858.33 
237,Adv,Mar-26, 6014.81 
237,Adv,Apr-26, 6132.01 
237,Adv,May-26, 6249.22 
237,Adv,Jun-26, 6366.42 
237,Adv,Jul-26, 6512.93 
237,Adv,Aug-26, 6659.43 
237,Adv,Sep-26, 6805.94 
237,Adv,Oct-26, 6981.74 
237,Adv,Nov-26, 7157.55 
237,Adv,Dec-26, 7333.36 
237,Adv,Jan-27, 7479.86 
237,Adv,Feb-27, 7626.37 
237,Adv,Mar-27, 7772.87 
243,Adv,Mar-26, 8165.26 
243,Adv,Apr-26, 8319.37 
243,Adv,May-26, 8473.48 
243,Adv,Jun-26, 8627.59 
243,Adv,Jul-26, 8820.22 
243,Adv,Aug-26, 9012.86 
243,Adv,Sep-26, 9205.50 
243,Adv,Oct-26, 9436.66 
243,Adv,Nov-26, 9667.83 
243,Adv,Dec-26, 9898.99 
243,Adv,Jan-27, 10091.63 
243,Adv,Feb-27, 10284.27 
243,Adv,Mar-27, 10476.90 
332,Adv,Mar-26, 15346.54 
332,Adv,Apr-26, 15633.32 
332,Adv,May-26, 15920.11 
332,Adv,Jun-26, 16206.89 
332,Adv,Jul-26, 16565.37 
332,Adv,Aug-26, 16923.86 
332,Adv,Sep-26, 17282.34 
332,Adv,Oct-26, 17712.52 
332,Adv,Nov-26, 18142.69 
332,Adv,Dec-26, 18572.87 
332,Adv,Jan-27, 18931.35 
332,Adv,Feb-27, 19289.84 
332,Adv,Mar-27, 19648.32 
376,Adv,Mar-26, 10071.05 
376,Adv,Apr-26, 10243.29 
376,Adv,May-26, 10415.52 
376,Adv,Jun-26, 10587.75 
376,Adv,Jul-26, 10803.04 
376,Adv,Aug-26, 11018.33 
376,Adv,Sep-26, 11233.62 
376,Adv,Oct-26, 11491.97 
376,Adv,Nov-26, 11750.32 
376,Adv,Dec-26, 12008.67 
376,Adv,Jan-27, 12223.96 
376,Adv,Feb-27, 12439.25 
376,Adv,Mar-27, 12654.54 
883,Adv,Mar-26, 7811.66 
883,Adv,Apr-26, 7970.14 
883,Adv,May-26, 8128.61 
883,Adv,Jun-26, 8287.09 
883,Adv,Jul-26, 8485.18 
883,Adv,Aug-26, 8683.28 
883,Adv,Sep-26, 8881.37 
883,Adv,Oct-26, 9119.09 
883,Adv,Nov-26, 9356.80 
883,Adv,Dec-26, 9594.51 
883,Adv,Jan-27, 9792.61 
883,Adv,Feb-27, 9990.70 
883,Adv,Mar-27, 10188.80 
910,Adv,Mar-26, 4569.34 
910,Adv,Apr-26, 4673.29 
910,Adv,May-26, 4777.23 
910,Adv,Jun-26, 4881.18 
910,Adv,Jul-26, 5011.11 
910,Adv,Aug-26, 5141.05 
910,Adv,Sep-26, 5270.98 
910,Adv,Oct-26, 5426.90 
910,Adv,Nov-26, 5582.82 
910,Adv,Dec-26, 5738.74 
910,Adv,Jan-27, 5868.67 
910,Adv,Feb-27, 5998.60 
910,Adv,Mar-27, 6128.54 
911,Adv,Mar-26, 4157.35 
911,Adv,Apr-26, 4249.70 
911,Adv,May-26, 4342.04 
911,Adv,Jun-26, 4434.39 
911,Adv,Jul-26, 4549.82 
911,Adv,Aug-26, 4665.25 
911,Adv,Sep-26, 4780.68 
911,Adv,Oct-26, 4919.19 
911,Adv,Nov-26, 5057.71 
911,Adv,Dec-26, 5196.22 
911,Adv,Jan-27, 5311.66 
911,Adv,Feb-27, 5427.09 
911,Adv,Mar-27, 5542.52 
924,Adv,Mar-26, 5627.46 
924,Adv,Apr-26, 5745.36 
924,Adv,May-26, 5863.26 
924,Adv,Jun-26, 5981.16 
924,Adv,Jul-26, 6128.53 
924,Adv,Aug-26, 6275.91 
924,Adv,Sep-26, 6423.28 
924,Adv,Oct-26, 6600.13 
924,Adv,Nov-26, 6776.98 
924,Adv,Dec-26, 6953.83 
924,Adv,Jan-27, 7101.20 
924,Adv,Feb-27, 7248.58 
924,Adv,Mar-27, 7395.95 
1013,Adv,Mar-26, 12165.07 
1013,Adv,Apr-26, 12386.11 
1013,Adv,May-26, 12607.16 
1013,Adv,Jun-26, 12828.21 
1013,Adv,Jul-26, 13104.52 
1013,Adv,Aug-26, 13380.83 
1013,Adv,Sep-26, 13657.14 
1013,Adv,Oct-26, 13988.71 
1013,Adv,Nov-26, 14320.29 
1013,Adv,Dec-26, 14651.86 
1013,Adv,Jan-27, 14928.17 
1013,Adv,Feb-27, 15204.48 
1013,Adv,Mar-27, 15480.79 
1044,Adv,Mar-26, 9655.87 
1044,Adv,Apr-26, 9823.04 
1044,Adv,May-26, 9990.21 
1044,Adv,Jun-26, 10157.39 
1044,Adv,Jul-26, 10366.35 
1044,Adv,Aug-26, 10575.31 
1044,Adv,Sep-26, 10784.28 
1044,Adv,Oct-26, 11035.03 
1044,Adv,Nov-26, 11285.79 
1044,Adv,Dec-26, 11536.55 
1044,Adv,Jan-27, 11745.51 
1044,Adv,Feb-27, 11954.47 
1044,Adv,Mar-27, 12163.44 
1112,Adv,Mar-26, 3241.42 
1112,Adv,Apr-26, 3321.48 
1112,Adv,May-26, 3401.54 
1112,Adv,Jun-26, 3481.61 
1112,Adv,Jul-26, 3581.69 
1112,Adv,Aug-26, 3681.77 
1112,Adv,Sep-26, 3781.85 
1112,Adv,Oct-26, 3901.95 
1112,Adv,Nov-26, 4022.04 
1112,Adv,Dec-26, 4142.14 
1112,Adv,Jan-27, 4242.22 
1112,Adv,Feb-27, 4342.30 
1112,Adv,Mar-27, 4442.38 
1152,Adv,Mar-26, 4902.64 
1152,Adv,Apr-26, 4999.15 
1152,Adv,May-26, 5095.67 
1152,Adv,Jun-26, 5192.18 
1152,Adv,Jul-26, 5312.82 
1152,Adv,Aug-26, 5433.46 
1152,Adv,Sep-26, 5554.10 
1152,Adv,Oct-26, 5698.87 
1152,Adv,Nov-26, 5843.64 
1152,Adv,Dec-26, 5988.41 
1152,Adv,Jan-27, 6109.05 
1152,Adv,Feb-27, 6229.69 
1152,Adv,Mar-27, 6350.33 
1220,Adv,Mar-26, 7061.84 
1220,Adv,Apr-26, 7167.65 
1220,Adv,May-26, 7273.45 
1220,Adv,Jun-26, 7379.25 
1220,Adv,Jul-26, 7511.51 
1220,Adv,Aug-26, 7643.77 
1220,Adv,Sep-26, 7776.02 
1220,Adv,Oct-26, 7934.73 
1220,Adv,Nov-26, 8093.43 
1220,Adv,Dec-26, 8252.14 
1220,Adv,Jan-27, 8384.40 
1220,Adv,Feb-27, 8516.65 
1220,Adv,Mar-27, 8648.91 
1221,Adv,Mar-26, 4814.58 
1221,Adv,Apr-26, 4898.13 
1221,Adv,May-26, 4981.68 
1221,Adv,Jun-26, 5065.23 
1221,Adv,Jul-26, 5169.66 
1221,Adv,Aug-26, 5274.10 
1221,Adv,Sep-26, 5378.53 
1221,Adv,Oct-26, 5503.85 
1221,Adv,Nov-26, 5629.17 
1221,Adv,Dec-26, 5754.50 
1221,Adv,Jan-27, 5858.93 
1221,Adv,Feb-27, 5963.37 
1221,Adv,Mar-27, 6067.80 
1258,Adv,Mar-26, 5578.47 
1258,Adv,Apr-26, 5687.72 
1258,Adv,May-26, 5796.98 
1258,Adv,Jun-26, 5906.23 
1258,Adv,Jul-26, 6042.79 
1258,Adv,Aug-26, 6179.35 
1258,Adv,Sep-26, 6315.92 
1258,Adv,Oct-26, 6479.79 
1258,Adv,Nov-26, 6643.67 
1258,Adv,Dec-26, 6807.54 
1258,Adv,Jan-27, 6944.11 
1258,Adv,Feb-27, 7080.67 
1258,Adv,Mar-27, 7217.23 
1314,Adv,Mar-26, 8974.31 
1314,Adv,Apr-26, 9121.85 
1314,Adv,May-26, 9269.39 
1314,Adv,Jun-26, 9416.93 
1314,Adv,Jul-26, 9601.36 
1314,Adv,Aug-26, 9785.79 
1314,Adv,Sep-26, 9970.22 
1314,Adv,Oct-26, 10191.53 
1314,Adv,Nov-26, 10412.85 
1314,Adv,Dec-26, 10634.16 
1314,Adv,Jan-27, 10818.59 
1314,Adv,Feb-27, 11003.02 
1314,Adv,Mar-27, 11187.44 
1316,Adv,Mar-26, 5025.35 
1316,Adv,Apr-26, 5128.79 
1316,Adv,May-26, 5232.22 
1316,Adv,Jun-26, 5335.66 
1316,Adv,Jul-26, 5464.96 
1316,Adv,Aug-26, 5594.25 
1316,Adv,Sep-26, 5723.55 
1316,Adv,Oct-26, 5878.71 
1316,Adv,Nov-26, 6033.86 
1316,Adv,Dec-26, 6189.02 
1316,Adv,Jan-27, 6318.31 
1316,Adv,Feb-27, 6447.61 
1316,Adv,Mar-27, 6576.90 
1317,Adv,Mar-26, 3234.82 
1317,Adv,Apr-26, 3284.30 
1317,Adv,May-26, 3333.77 
1317,Adv,Jun-26, 3383.25 
1317,Adv,Jul-26, 3445.09 
1317,Adv,Aug-26, 3506.93 
1317,Adv,Sep-26, 3568.77 
1317,Adv,Oct-26, 3642.98 
1317,Adv,Nov-26, 3717.19 
1317,Adv,Dec-26, 3791.40 
1317,Adv,Jan-27, 3853.25 
1317,Adv,Feb-27, 3915.09 
1317,Adv,Mar-27, 3976.93 
1401,Adv,Mar-26, 8043.62 
1401,Adv,Apr-26, 8181.92 
1401,Adv,May-26, 8320.22 
1401,Adv,Jun-26, 8458.52 
1401,Adv,Jul-26, 8631.39 
1401,Adv,Aug-26, 8804.26 
1401,Adv,Sep-26, 8977.13 
1401,Adv,Oct-26, 9184.58 
1401,Adv,Nov-26, 9392.03 
1401,Adv,Dec-26, 9599.47 
1401,Adv,Jan-27, 9772.34 
1401,Adv,Feb-27, 9945.22 
1401,Adv,Mar-27, 10118.09 
1560,Adv,Mar-26, 7851.21 
1560,Adv,Apr-26, 8003.11 
1560,Adv,May-26, 8155.01 
1560,Adv,Jun-26, 8306.91 
1560,Adv,Jul-26, 8496.79 
1560,Adv,Aug-26, 8686.67 
1560,Adv,Sep-26, 8876.54 
1560,Adv,Oct-26, 9104.40 
1560,Adv,Nov-26, 9332.25 
1560,Adv,Dec-26, 9560.10 
1560,Adv,Jan-27, 9749.98 
1560,Adv,Feb-27, 9939.86 
1560,Adv,Mar-27, 10129.73 
1789,Adv,Mar-26, 6682.05 
1789,Adv,Apr-26, 6805.15 
1789,Adv,May-26, 6928.25 
1789,Adv,Jun-26, 7051.35 
1789,Adv,Jul-26, 7205.23 
1789,Adv,Aug-26, 7359.11 
1789,Adv,Sep-26, 7512.98 
1789,Adv,Oct-26, 7697.63 
1789,Adv,Nov-26, 7882.28 
1789,Adv,Dec-26, 8066.94 
1789,Adv,Jan-27, 8220.81 
1789,Adv,Feb-27, 8374.69 
1789,Adv,Mar-27, 8528.56 
1830,Adv,Mar-26, 8592.90 
1830,Adv,Apr-26, 8765.03 
1830,Adv,May-26, 8937.17 
1830,Adv,Jun-26, 9109.31 
1830,Adv,Jul-26, 9324.48 
1830,Adv,Aug-26, 9539.65 
1830,Adv,Sep-26, 9754.82 
1830,Adv,Oct-26, 10013.03 
1830,Adv,Nov-26, 10271.23 
1830,Adv,Dec-26, 10529.44 
1830,Adv,Jan-27, 10744.61 
